review,label
Botolnya kecil banget dpt harga 5000 TDK sesuai bayangan,0
ga amanah toko nya pesen nya apa dikirim nya apa ,0
minimal amanah!!!,0
Penipuan outlet ini ... Tidak sesuai dengan yg dijelaskan. Yg dijelaskan botol ukuran normal yg datang tester.,0
"Tidak ada bau, ga sesuai harga yg gede aja harganya ga sampe 10 rb masa ini kecil banget 6 rb",0
Gak ekspek bakalan sekecil ini.,0
Barang datang tidak sesuai dg ap yg d promosikan d vidio,0
"Kemasan sudah terbuka, entah yang buka siapa, males jadi nya",0
"sangat kecil, tidak sesuai gambar",0
ukurannya kecil banget,0
Gak cocok yg di pesan apa yg dikirim apa kalau gak niat kasih harga murah gak usah jualan dengan harga murah tpi yg datang tidak sesuai,0
GK sesuai pesenan kecewa,0
kurang wangi,0
terlalu kecil,0
alau mau nipu jangan begitu bikin kecewa mending dikasih hrga sesuai normal aja toko anda tidak berkah membohongi banyak orang,0
ukuran kecil banget,0
"Kualitas buruk, Barang palsu, Tidak sesuai deskripsi",0
"Udah sampai paketanya tapi gak sesuai dengan gambar, pesenya parfum merk fres",0
Datengnya parfum gak jelas tanpa merk,0
"Tokonya gak amanah,sangat kecewa belanja di toko ini",0
"Pesan udah lama ga di kirim"" di batalin ga bisa. Di chat ga di bales Dan tiba""sekarang paket sampe. Ga rekomen banget ini toko ga niat jualan!!!",0
Mahal di ongkos,1
"bukan parfum fress yg dikirim, tp cm Parfum biasa yg berisi dua tetes. gk amanah ni toko",0
kurang wangi,0
aku kira ukuran nya besar g thu nya kecil banget,0
Sayang sekali tertipu gambar... ,0
Aturan jangan pake gambar produk yg besar kak...,0
wangi,2
Barang tak sesuai yg di pesen apa yg datang apa,0
sangat lembut,2
berukuran kecil,1
berukuran kecil dan mudah dibawa,2
sangat lembut,2
wangi menyegarkan,2
Kecewa Seller Tidak Amanah ..Kirain Farfum Besar Benar 100ml tapi sebesar korek Api,0
nyaman tapi cepat hilang,1
"Tak kira ukuran nya sesuai gambar, ternyata sangat kecil.. semoga bisa lebih baik lagi.. terima kasih.. mungkin AQ yang tidak teliti...",1
"Yang dipesan apa,yang dikirim apa, udah prosesnya lama yang dikirim tidak sesuai..yang dipesan minyak wangi fresh 2 botol yang dikirim gak jelas",0
"KECEWA .saya kira yg dtng parfum fresh seperti yg di iklan . Eh ternyaata malah botol mini yg isinya gtw apa gak ada wangi ""nya sama sekali..yg di tunggu in lamaaa banget tau"" datangnya mengecewkaan ..",0
kecil ternyata yg paling ditonjolkan di foto botol besar ternyata kecil,0
Tidak sesuai deskripsi,0
Kecewa kirain besar ternyata kecil banget.padahal yang difoto gambarnya besar.,0
"wong d vdio ajah kyak yg sya fto itu, trnyta datangnya mlh kecil se upill....",0
Tidak sesuai harapan,0
Kirain yg datang fresh botol ternyata kecil banget nggak wangi lagi,0
Semoga jdi pljran buat yg punya toko tdk amanah  gk sesuai d gmbr. Sya doa kn smgha toko y bkl ada yg nipu balik. Lw jualn yg amanah. Jgn prnh mau blnja d toko ini krna tdk sesuai.,0
Ternyata kurang teliti baca deskripsi. Aku kira yg promo parfumnya seperti di foto ternyata bagian kecilnya.,1
barang g bagus mengecewakan pas pesen mh perasaan100 ml ko dtang cma 2ml,0
"Paket tetap di terima dg baik, walaupun isi TK sesuai harapan.",1
wangi nya tuh ga bikin pusing,2
Sample minyak yg dtg kecil bgt ukuranya se jari kelingking.tp harum,1
Salah baca. Kirain 100ml. Ternyata tester,1
pecah di jalan ,0
"Kalo jualan yg amanah,minyak 2ml di jual ga amanah bnget toko nya",0
TOKO INI TIDAK ADA AMANAH,0
Yg dikirim tidak sesuai dengan deskripsi 🤣🤣😡,0
Wangi bgt,2
sungguh kecewa karna sangat kecil tidak sesuai cmn isi 2 ml,0
sungguh kecewa karna sangat kecil tidak sesuai cmn isi 2 ml,0
kiran yang ukuran biasa x ternyata datang x kecil banget isi x cuma satu tetes toko x ini nggak amanah penipu toko x nggak niat jualan,0
kirain gede ternyata kecilllll bgtt,0
kecewa berat...gambar di iklannya apa..produknya apa...,0
beda jauh...iklan dan gambar sesuaikan sama produknya dong,0
cairan wangi tapi ga begitu wangi sesuai dengan harga nya,1
parfum nya wangi sesuai harga kecil ga terlalu wangi aromanya,1
"Tidak sesuai SMA di fotonya beda jauh banget..sangat kecewa banget,klu dagang yg sesuai dong SMA gambarnya",0
"Anjayyyy ku kira yg 1 botol penuh ternyata segini, pengiriman nya lama banget pula ... Ya ampun kena zonk aku🤣🤣🤣🤣",0
barang ny jelekkkkkk,0
Tak kirain besar ternyata kecil mungil klu dipakek paling jadi 2 kali,0
harum banget,2
wangi sekali,2
"Pesan parfum knpa yg datang beginian..gx amanah banget si jualan nya,😡😡😡😡ini tuh apaan,udh mah kecil banget😡😡😡😡",0
harum,2
kecil bnget ga sesuai,0
Minyak segitu mana bisa buat minyak wangi,1
ini itu bukan minyak tp mainan,0
Sangat kecewa,0
"Astaghfirullah kukira farfum botol ternyata bibit farfum, keterangan nya gk ada, cuma gambar farfum botol,salah alamat aku🤬 apessssssss",0
GK sesuai gambar ukuran kecil kirain miyak fres yg besar yg dteng kecil bgt,0
kecil bangeeeeeet,0
Udah lama pengiriman y tidak sesui ekspetasi 🤬😡😠,0
tida sesuay,0
kecill kali lah,0
wangii siii,2
wangi tahan 8 jam,2
Barang sangat mengecewakan jelek sekali saya ngak akan pernah mengulangi lagi,0
pesanan tidak sesuai,0
sangat mengecewakan,0
kecilll bngettt kcewaaaaa pkokxx,0
GK wangi² amaaatttt,0
Yg di promoin bsar yg dteng Mlah scuil kecewaaaaaa,0
"Jgn beli di toko ini, yg dteng palsuuuu",0
Palsuuuuuuu,0
kecil dan mudah di bawa,2
harum dan menarik,2
"Kirain yg botol ternyata cuma testernya doang,kirain ada promo makanya lngsung cek out,bodohnya GK baca dulu brpa ml🤦..kecewa sih🙍,tapi gpp lah,mau gmna lagi🙏🙏mana pengirimannya lama bangettttt",0
"packingan nya aman bgt, trs jg wangi cocok bgt kl lg nyari parfume yg murce tp kualitas nya no murahannn..",2
Aku suka🥰🥰,2
 memenuhi standar yang d harapkan,2
 produk ini layak mendapatkan bintang lima,2
"bukan mau menjatuhkan siapa pun tpi ga espek aja klo pas dateng tutupnya udh clemong"" kek bekas,terus pas dibuka itu di bagian semprotan nya udah gabisa++ kotor kek ada bekas tanah gitu, dan didalam parfumnya ada sehelai rambut gitu lumayan panjang lagi",0
"Barang palsu, Tidak sesuai deskripsi, Kualitas buruk",0
botol lecet2 dan aromaanya bikin pusing parah,0
"wanginya soft tapi tahan lama, jarang2 parfum begini deh",2
"wanginya soft tapi tahan lama, jarang2 parfume begini 🤭",2
"bener2 mirip sama parfume branded, jatuh cinta dari pertama semprot 😡",2
"semprotan macet, cairannya keruh, ga layak dipake beneran",0
": buruk sekali emang dikirim ya 2 tapi gak wangi sama sekali cuman warna airnya aja yg aja harum ya gak ada air aja kyk biasa ,botol ya pun banyak debu ya gak kyk baru sama sekali emang harga ya murah tapi gak sesuai🙄🤔",0
"oke aja sih, ga jelek tapi ga bagus banget juga beneran",1
"bau nya ga enak sama sekali, nyesel beli asli",0
"parfumenya wangi bgt, awet seharian bikin pede jalan keluar beneran",2
"bener2 mirip sama parfum branded, jatuh cinta dari pertama semprot deh",2
botol lecet2 dan aromanya bikin pusing deh,0
kaget sih ternyata sebagus ini padahal beli murah parah,2
barang ori palsuu kw,0
"Barang palsu, Tidak sesuai deskripsi, Kualitas buruk, Barang rusak",0
"Barang palsu, Kualitas buruk",0
"Barang palsu, Kualitas buruk",1
Kirain murah karna diskonnya ternyata tidak sesuai tidak seperti evangeline asli udah gitu beda varian lagi waduh gimana ya ini,1
"merk yg dikirim tidak sesuai dengan yg ada di etalase, toko nya ga amanah",0
jelek,0
kurang enak,0
"Kayak barang lama jelek, cair bangett kyak shampo dikasih air, sangat sangat not recommended 🤨 nyesellll....",0
barangnya kw bukan evangeline yang asli sehingga aromanya tidak seperti biasanya yang saya beli,0
tidak enak,0
"Kualitas buruk, Tidak sesuai deskripsi",0
gakk bangett,0
"sumpah yaa kalo jualan jangan nipu dong, pake botol bekas tutupnya pada rejek udah gtu ada tutup nya oke tutup parfum octarine, gila emang yaa jualan bkin rugi orang cuma mau untung di diri Lo doang varian black opium sama scandalnya beda jauh bgt sama merk lelabo yg asli hrganya sama, ini si bukan lelabo yg di kirim bnr² beda semuanya dari aroma merk botol pun pakai botol bekas fix kasih bintang 1 si mana bukan buat gue itu titipan orang semua gila, yg black sakura pun penyemprotnya ga berfungsi baik aromanya beda jauh ah kacau semuanya",0
"Kualitas buruk, Tidak sesuai deskripsi, Barang palsu, Barang rusak",0
tidak seperti nama yg tercantum pada botolnya,0
kecewa bngt wangi nya ga kaya wangi yg ku bli di alfa,0
GATAU LAGI DAH MAU KEMBALIIN AJA,0
"Barang palsu, Tidak sesuai deskripsi, Kualitas buruk",0
engga enak engga kerasa bau nya,0
pengiriman cepet baru kmrn pesen ini sdh sampai tapi kok ya tega nipu orang itu mah bukan parfum tapi oli warnanya gak sama kayak biasanya stikernya gaada tulisan evangeline yaa JUALAN KOK BARANG PALSU PLISS JANGAN RUGIIN ORANG LAIN ,0
jangan nipu ekpetasi orang banyak diluar sana yang mengeluarkan harga murah tpi nggak nipu jujur kecewa bgt wanginya wangi tanah disemprot ngga bisa,0
tidak tahan lama,0
tidak bagus dan tidak sesuai ekspektasi beli 2 yang dikirim cuma 1 gimana sih ga mau tau uangnya harus diganti mana itu uang hasil kumpul² uang saku lagi.! udah kek gitu produk nya kotor lagi kek barang simpanan udah lama gimana sih ga niat buat jualan???,0
"barang palsuu, kirain harga promoo, taunya produk palsu, packaging buluk, baunya kayak cuma pake molto dicampur air",0
aroma comberan nyengat bgt di hidung 😭,0
jelek buruk palsu jangan ada yang beli plis jngn smpe ketipu ckup ak aj,0
"asli busuk, lebih mirip pewangi ruangan murahan asli",0
"ya sesuai harga, jangan terlalu berharap lebih 🤭",1
"sumpah ini palsu, isinya kaya air doang banget sih",0
masih oke buat dipake sebentar keluar rumah parah,1
produk sesuai deskripsi tapi ga sebagus bayangan 😡,1
"meski murah tapi kualitas ga murahan, top banget banget sih",2
"bener2 mirip sama parfum branded, jatuh cinta dari pertama semprot parah",2
 tidak sesuai,0
bagus di bagus tapi knp debu semua,0
" Barang rusak, Kualitas buruk, Tidak sesuai deskripsi",0
"Kalau jualan yg jujur dong masa iya barang baru tutup kek gitu trs tutup tidak lengkap ??? Sangat kecewaa barang debu semua tidak logis bangett , jualan yang jujur dan amanah ya kakak",0
cukup buat koleksi parfum murah beneran,1
"botolnya kotor banget, kyk barang bekas parah",0
kaget sih ternyata sebagus ini padahal beli murah beneran,2
"kemasannya aman bgt, barang sampai mulus, puas deh",2
wanginya enak banget sampe temen2 nanya beli dimana deh,2
"asli busuk, lebih mirip pewangi ruangan murahan 🤭",0
"pengiriman cepat tapi produknya ga sesuai, kecewa beneran",0
kaget sih ternyata sebagus ini padahal beli murah beneran,2
yaudah lah ya sepadan sama harganya,1
"semprotan macet, cairannya keruh, ga layak dipake deh",0
"botolnya kotor banget, kyk barang bekas 😅",0
"langsung jadi favorit, pasti beli lagi nanti deh",2
wanginya enak banget sampe temen2 nanya beli dimana parah,2
"ya sesuai harga, jangan terlalu berharap lebih 🤭",1
"Kalau jual yg pinter,msak btolx karatan,,kan paz jdi tau klau parfum bo'ogan😡👊",0
"harga emg segitu tapi niat dikit kek tutup nya aja bekas gitu didalem minyak wanginyaa banyak kotoran, langsung ku buang tu minyaj wangi",0
"Kualitas buruk, Tidak sesuai deskripsi",0
"oplosan bejirr, aku selalu pake parfum ini, wanginya ga gini",0
jelek,0
": Barang palsu, Barang rusak, Tidak sesuai deskripsi, Kualitas buruk",0
"penipuan, oplosan, tutupnya aja beda, wanginya beda bgt",0
"Barangnya tidak ori, wangi sih tapi bekas dan klo di aplikasikan di baju jadi ada warna hitamnya",1
Barang palsu,0
" buruk,spertinnya brang sudah kadaluarsa,tetapi tanggalnya di samarkan,expayet 2023.barangnya panas terkena kulit",0
tidak sesuai yang di harapkan,0
Ini sepertinya penipuan. Aku kira yg biasa aku beli bener2 diskon. Ternyata emang palsu. Dari botolnya sprtinya botol bekas terlihat dari tutupnya. Dan ngambil merk sprt yg harga mahal.,0
 tidak bertahan lama tidak sesuai dengan nama,0
air parfum kotor,0
"barang tidak sesuai gambar, tutup kotor, sprai parfumny berbeda-beda dan kotor juga",0
sebelumnya mohon maaf tak kira bner² dari Evangeline tp ternyata engga,0
"wrnanya item bngt trs botolnya jg ga ada gambar sakuranya sdkit pun, tutup botolnya jg ky udh bekas, kotor. ga lg' deh beli disini mengecewakan",0
bauu kaya di campur air,0
Tutup botolnya bekas terus tidak sesuai aromanya bau kaya ada campuran air,0
" ini mah yang kW nyaa kalau yang aslinya wangiii bangttt ,ini mah ga wangiii",0
 aroma nyaa kaya minyak nyongnyongg,0
cairr bangttt kecewaaa,0
"kayaaa parfum bikin sndri tutup botolnya aja beda""",0
yang hitam aromanya tidak ada,0
"ini saya mau tnyaa, knpaa barang yang dibeli ditoko ini,sama yang dibeli di supermarket itu beda,di spray ke baju kok ada warnanya??maaf mksud saya bukan mau menjatuhkan toko ini tapi setidaknya juallah barang yang aslii jngan yg palsu,gappa harga mahal pkok aslii",0
 ga sesuai pesanan nya kecewa abisss,0
 botol tempat parfum kotor dan rusak bopeng bopeng,0
"nyesel, ini wangi nya ga nempel sama sekali🫩",0
tidak sesuai ekspektasi tutup botol nya aja beda Seharus hitam tapi dtng nya biru,0
"digambar merknya evangeline makanya tertarik beli eh ternyata dateng"" gaada merknya, barang palsu! ",0
"sumpahh ga bangett ,botol bekas udh berkarat dikasi anjir ,truss mana botol nya berkarat ,tumpahh juga tinggal separoo ga wangii aku buangg pliss busuk bangett , parfume oplosan anjirr , sumpah jangan belii jelek bangett",0
"ya untuk harga 15rb mau berharap apa,keliatan bgt kw nya,isinya cmn air doang encer bgt,ga wangi sama sekali,kek sabun cair dikasih aer",0
"btw evengeline purple aroma fruit bukan sabun bro, lu mau nipu min? tp menurut gue ya sepadan aja sih sama harga 30k dpt 3 parfum.",0
"heran aja tutupan ya a, i, u, e, o ternyata🤣",1
Aku beli disni warna ungu wangi nya kaya campuran air beda bngt sm yang warna pink yang aku beli di nice so yang ungu aku beli disni kaya isi ulang air nya aja warna nya kaya isi tambahan air. Buat belajar an aja hehehhe harga murah mau yang asli hehe,1
"Kirain harga promo,, gak tau nya barang palsu,, gak wangi,,",0
Tutupnya itu entah ke gores atau gmn dari sana nya saya ga ngerti pas datang sudah seperti di video,1
Mesen nya yg pink datangnya yg merah gda konfirmasi dulu lagi ke saya penjualnya,1
 tutupnya tidak sesuai difoto dan sudah karatan jujur sedikit kecewa,0
"Wanginya ada, tapi kurang tahan lama. Buat dipakai sebentar sih oke, tapi jangan terlalu berharap lebih.",1
"Produk sesuai deskripsi, cuma varian yang datang beda sama yang aku pesan. Untung masih wangi jadi tetap bisa dipakai",1
"Kecewa banget, barang datang dalam kondisi kotor, tutup botol udah penyok, dan wanginya kayak air campur alkohol.",0
"Parfum palsu, jauh banget sama yang asli",0
"Aromanya nggak enak, cepat hilang, malah bikin pusing.",0
"ocok dipakai sehari-hari, apalagi harganya ramah di kantong.",2
"Produk sesuai ekspektasi, botolnya cantik",2
Puas banget sama belanja kali ini,2
Packingnya rapi banget,2
aman pas sampai.,2
Wanginya juga soft,2
Worth it sih buat harga segini,2
berasa beli parfum mahal,2
harganya ramah,2
ya lumayan lah buat harga segini,1
wangi nya soft bgt sumpah bikin betah ciumin tangan sendiri 😍,2
produk sesuai sih cuma kemasannya kurang rapi aja,1
"masih oke lah, meski ga mirip yang asli",1
"tutup botol udah rusak, kecewa",0
jadinya ragu mau dipake sering-sering,0
wanginya soft bgt,2
botolnya sih mulus tapi pas dicium baunya malah kayak air campur alkohol. ga sesuai ekspektasi sama sekali,0
 buat harga segini wajar sih kalau ga bisa tahan lama,1
mirip pewangi ruangan murahan,0
"asli zonk, semprotan macet, botolnya ada goresan, dan aromanya aneh banget. kayak bukan parfum, malah mirip pewangi ruangan",0
aromanya cepat ilang tapi masih mending ketimbang ga wangi sama sekali,1
bener2 rekomended,2
enak banget sampe temen2 nanya beli dimana,2
"pengiriman sih cepet ya, cuma begitu dibuka kok cairannya agak keruh gitu, jadinya ragu mau dipake sering-sering",1
. dipake sebentar keluar rumah masih oke,1
"wanginya enak banget, lembut gitu, ga nyegrak di hidung. bener-bener mirip parfum mahal padahal beli murah",1
cukup lah buat koleksi parfumm murah please,1
wanginya enakk parahhh tahan lama bgt asli,2
botol lecet2 aromahnya bikin pusing 😭,0
produk sesuai deskripsi tapi ga sebagus bayangan 😡,1
"meski murah tapi kualitas ga murahan, top banget banget sih",2
"bener2 mirip sama parfum branded, jatuh cinta dari pertama semprot parah",2
"isinya ga sesuai gambar, beda jauh dari aslinya",0
"bener2 mirip sama parfum branded, jatuh cinta dari pertama semprot 😡",2
"baru semprot langsung ilang baunya, zonk parah asli",0
Tutup ya ko beda satu aroma ya jugak tidak terlalu wangi,1
oke parah,2
"tidak sesuai,kotor dan kayaknya sudah lama dan bekas.soalnya di tutupnya banyak goresan",0
"sangat lengket dan banyak sekali alkoholnya, bau nya seperti campuran air dan deterjen rinso plus ditambahin pewarna hitam,",0
"Ya begitulah, sangat buruk, sampai-sampai mencium aroma bau parfum nya bikin gw muntah muntah, gw gatau benda ini terbuat dari apa, ya intinya bgitulah jngn percaya lagi dengan barang murahan",0
"ngga enak banget sumpahh, pertama kali loh saya ini komplen produk pas saya beli yang asli ngga hitam banget kayak gtuh, baunya kayak parfum cowok ngga enak bikin enek terus tutup sama yang buat semprotnya itu kebesaran ngga sesuai sama yang asli mana buluk",0
PLISS JANGAN TERKECOH SAMA HARGA MUCRE INI KULIATASNYA BOONGAN GA ADA AROMANYA SAMA SEKALI BOTOLNYA KOTOR SEPERI BOTOL BEKAS,0
"Pertama, kedua beli si ga kecewa krn wanginya nempel lama,  ketiga kali nya beli kecewa banget cuma kaya diisi air doang, botol parfum nya pun jlek, berkarat, sebelah kanan ituu aku beli pertama wort it si wanginya tahan lama makanya beli lagi, tapi ketiga kali nyaaa kecewa bngt😭 , dari isi sebelah kanan aja udh beda cerah banget, yang cerah ada semut didalem nya",0
"kualitas buruk, packaging nyaa sangatt burukk tutup yang asli itu warna hitam dan ini warna putih tutupnya dengan sudah banyak lecett dan segel di semprotan itu seperti habis dibuka stikernya punn seperti bukan tempelan pabrik. SANGATTT BURUKKK",0
" aromanya pun tidak ada, hanya seperti air dan baunya masih lebih baik pakai kispray saja",0
warnanyaa terlalu hitam tidak seperti yang asli sepertinya ini parfum oplosan,0
barang palsu dan rusak jadi wangi nya tidak sesuai dengan apa yang ada di gambar,0
standar biasa aja lah ya,1
"aromanya lembut, ga nyegrak, cocok dipake tiap hari banget sih",2
wanginya enak banget sampe temen2 nanya beli dimana 🤭,2
"aromanya lembut, ga nyegrak, cocok dipake tiap hari parah",2
"bau nya aneh banget, bukan kaya parfum malah kaya campur alkohol sumpah",0
"oke aja sih, ga jelek tapi ga bagus banget juga sumpah",1
"aromaanya lembut, ga nyegrak, cocok dipake tiap hari parah",2
"pengiriman cepat tapi produknya ga sesuai, kecewa sumpah",0
bau kaya gini masa dijual,0
palsu bgt isinya air doang dong,0
cukup buat koleksi parfum murah asli,1
"bau nya ga enak sama sekali, nyesel beli beneran",0
"standar aja sih, ga terlalu istimewa deh",1
"parfumenya wangi bgt, awet seharian bikin pede jalan keluar banget sih",2
"bener2 mirip sama parfum branded, jatuh cinta dari pertama semprot",2
"smpah ini palsu, isinya kaya air doang",0
"ga terlalu mengecewakan, tapi ga bikin wow juga asli",1
standar dong,1
"packaging rapi, barang aman sampe, puas bgt kaya gini masa dijual",2
"wanginya soft tapi tahan lama, jarang2 parfum begini beneran",2
produk sesuai deskripsi tapi ga sebagus bayangan 🤭,1
"bener2 mirip sama parfum branded, jatuh cinta dari pertama semprot asli",2
"asli busuk, lebih mirip pewangi ruangan murahan 😅",0
masih oke buat dipake sebentar keluar rumah 😡,1
"bau nya aneh banget, bukan kaya parfume malah kaya campur alkohol 😅",0
"isinya ga sesuai gambar, beda jauh dari aslinya beneran",0
langsung jadi parfume favorit tiap hari biasa aja lah ya,2
"packaging rapi, barang aman sampe, puas bgt sumpah",2
isinya parah,0
bau nya aneh kaya alkohol campur air deh,0
oke aja sih ga jelek tapi ga bagus bangett yaudah lah ya sepadan sama harganya bgt,1
langsung jadi parfumee favorit tiap hari isinya beda jauh dari gambar asli dong,2
aroma comberan nyengat bgt di hidung 😭,0
jelek buruk palsu jangan ada yang beli plis jngn smpe ketipu ckup ak aj,0
"Barang palsu, Barang rusak, Tidak sesuai deskripsi, Kualitas buruk",0
busuk kya parfum ekspayer,0
"Gak sesuai banget nyesel senyesel"" nya. Gak berkah toko ini",0
 aromanya ga enak,0
ga sesuai dengan yang di gambar,0
wanginya banget sih,2
baru semprot udh banyak yg nanya pake parfume apa sumpah,2
"bau ga enak sama sekali, buang aja please",0
yaudah lah ya sepadan sama harganya dong,1
"murah tapi ga murahan, recommended sih sumpah wanginya bikin mood naik seharian deh",2
isinya beda jauh dari gambar asli 😅,0
yaudah lah ya sepadan sama harganya bau nya aneh kaya alkohol campur air bgt,1
wanginya enakk parahhh tahan lama bangett,2
isinya beda jauh dari gambar asli parah,0
palsu fix ga beli lagi,0
"gak nyesel beli disini, bener2 mirip parfumee branded fix ga beli lagi",2
yaudah bgt,1
cairannya 😅,0
baru banget sih,0
asli busuk lebih mirip pewangi ruangan murahan 😅,0
"murah tapi ga murahan, recommended sih not bad tapi ga bisa tahan lama biasa aja lah ya",1
"aromah soft, manis, cocok buat harian dong",2
jangan nipu ekpetasi orang banyak diluar sana yang mengeluarkan harga murah tpi nggak nipu jujur kecewa bgt wanginya wangi tanah disemprot ngga bisa,0
tidak tahan lama,0
tidak bagus dan tidak sesuai ekspektasi beli 2 yang dikirim cuma 1 gimana sih ga mau tau uangnya harus diganti mana itu uang hasil kumpul² uang saku lagi.! udah kek gitu produk nya kotor lagi kek barang simpanan udah lama gimana sih ga niat buat jualan???,0
"barang palsuu, kirain harga promoo, taunya produk palsu, packaging buluk, baunya kayak cuma pake molto dicampur air",0
aroma comberan nyengat bgt di hidung 😭,0
jelek buruk palsu jangan ada yang beli plis jngn smpe ketipu ckup ak aj,0
botol lecet2 aromnya bikin pusing sumpah,0
cairannya hitam keruh fix ga ori bgt,0
bau nya aneh kaya alkohol campur air cairannya hitam keruh fix ga ori banget sih,0
"baru semprot ilang baunya, zonk biasa aja lah ya",0
"semprotan macet, cairan keruh, nyesel beli parah",0
bau nya aneh kaya alkohol campur air 😭,0
"aromaa soft, manis, cocok buat harian banget sih",2
aromaa parah,2
"kualitas jauh di atas harga, mantap bangett biasa aja lah ya",2
ya lumayan lah buat harga segini parah,1
bau fix ga beli lagi,0
semprotan worth it banget,0
langsung next pasti repeat order,2
"baru semprot ilang baunya, zonk bau nya aneh kaya alkohol campur air 😅",0
kurang enak,0
"Kayak barang lama jelek, cair bangett kyak shampo dikasih air, sangat sangat not recommended 🤨 nyesellll....",0
barangnya kw bukan evangeline yang asli sehingga aromanya tidak seperti biasanya yang saya beli,0
tidak enak,0
"Kualitas buruk, Tidak sesuai deskripsi",0
gakk bangett,0
not bad tapi ga bisa tahan lama bgt,1
wanginya enakk parahhh tahan lama bgt biasa aja lah ya,2
"kualitas jauh di atas harga, mantap bgt kaya gini masa dijual",2
botol fix ga beli lagi,0
cairannya hitam keruh fix ga ori worth it banget,0
"baru semprot udh banyak yg nanya pake parfumee apa arom soft, manis, cocok buat harian sumpah",2
"baru semprot ilang baunya, zonk please",0
lumayan 😅,1
lumayan sih tp bukan favoritku banget sih,1
asli busuk lebih mirip pewangi ruangan murahan dong,0
"packaging rapi, barang aman sampe, puas bangett next pasti repeat order",2
wanginya enakk parahhh tahan lama bgt botol kotor bgt kaya barang bekas kaya gini masa dijual,2
"bau ga enak sama sekali, buang aja bgt",0
"arom soft, manis, cocok buat harian bgt",2
"sumpah yaa kalo jualan jangan nipu dong, pake botol bekas tutupnya pada rejek udah gtu ada tutup nya oke tutup parfum octarine, gila emang yaa jualan bkin rugi orang cuma mau untung di diri Lo doang varian black opium sama scandalnya beda jauh bgt sama merk lelabo yg asli hrganya sama, ini si bukan lelabo yg di kirim bnr² beda semuanya dari aroma merk botol pun pakai botol bekas fix kasih bintang 1 si mana bukan buat gue itu titipan orang semua gila, yg black sakura pun penyemprotnya ga berfungsi baik aromanya beda jauh ah kacau semuanya",0
"Kualitas buruk, Tidak sesuai deskripsi, Barang palsu, Barang rusak",0
tidak seperti nama yg tercantum pada botolnya,0
kecewa bngt wangi nya ga kaya wangi yg ku bli di alfa,0
GATAU LAGI DAH MAU KEMBALIIN AJA,0
"Barang palsu, Tidak sesuai deskripsi, Kualitas buruk",0
engga enak engga kerasa bau nya,0
pengiriman cepet baru kmrn pesen ini sdh sampai tapi kok ya tega nipu orang itu mah bukan parfum tapi oli warnanya gak sama kayak biasanya stikernya gaada tulisan evangeline yaa JUALAN KOK BARANG PALSU PLISS JANGAN RUGIIN ORANG LAIN ,0
jangan nipu ekpetasi orang banyak diluar sana yang mengeluarkan harga murah tpi nggak nipu jujur kecewa bgt wanginya wangi tanah disemprot ngga bisa,0
botol kotor bangett kaya barang bekas baru semprot udh banyak yg nanya pake parfumee apa next pasti repeat order,0
"packaging rapi, barang aman sampe, puas bangett wanginya enakk parahhh tahan lama bangett 😡",2
wanginya worth it banget,2
"wangi bgt, smoga betah lama wanginya",2
Tutup dalam kok berkarat kaya sudah produk lama ..,1
sangat harum tapi tidak tahan lama,1
 tutup pe buluk banget ih 😭,0
"bagus,tapi pesan 2 satu tutupnya tidak rapat jadi tumpah",0
kurang awet baunya sesuai harga,1
 lumayan harga murah meriah,1
ok,1
"murce bgt, dengan harga segini udh di lindungi pakai bubblewrap+kardus, pokoknya ok👍",2
"Harga terjangkau, yah ternyata juga ngga asli tapi masih tetap wangi harum bunga, packaging aman.Terimakasih👍",2
Gak berharap sih harganya cuma 5.000 tp ya lumayan wanginya meski gak kayak yang ori,1
ringan dan nyaman dipakai,2
wangi kalem dan menyenangkan,2
tutup sedikit karatan,2
dasar toko ya tidak amanah minyak udah hitam kyek oli motor  minyak ya sudah kedaluwarsa sudah lama msih krim tolong lebih di perhatikan kan lgi ya minyak bauk gx wangi soal ya Minya udh lama gx laku,0
wangi kalem dan menyenangkan,2
Lumayan wangi sesuai harga tapi botolnya agak kuning,1
Wanginya agak beda dari beli yang pertama ditoko berbeda,1
Paketnya sudah sampe makasih👍👍 aku suka 😍 wangi banget,2
dibuat dengan detail dan presisi,1
"Ga da merk minyak wangi,sedikit kecewa warna minyak wangi butek,tumben kecewa  nih shopee",2
 parahhh sih ini gak bau sama sekali loh ini berasa kaya air biasa yg ada warnaya,0
"pengiriman sangat cepat dan Peking aman rapih toko amanah harga murah kualitas bagus,next beli lagi",2
"apaa'an dapet parfum palsu,gadaa wangi'nya samsek kalo di smprot bekas di jilbab dan warna hijabku putih jadi hitam PARFUM PALSU",0
harum banget + murceeee bangettt woiiii wajib beli sihhh,2
"Jangan tertipu kayak aku yah ini kw bukan ori, kalo di baju atau hijab putih jadi biru karna warna airnya hitam",0
sama seperti parfum pada umumnya,1
gak begitu wanggi dan gak tahan lama,0
"Kualitas buruk dan tidak sesuai kalo gg niat jualan jnagan jualan parfum bukan masalah harga tapi kualitas dan sangat buruk, mendingan tutup aja kasian yg lain",0
ga enak,0
tidak sesuai dengan ekspetasi,0
tidak sesui ekspetasi tutup nya bocor kecewa banget deh pokok nya,0
"cukup baik,,tapi sayang tutup nya sedikit gompal",1
